tt0	tt1	status	gates	wall_s	chain
02	8c	sat	4	0.04	F0 =  D ; F1 =  C ; D =  B  &  !C ; C =  b  &  !A ; B =  a  &  !c ; A = !a  &   c
02	8e	sat	5	0.06	F0 =  E ; F1 = !D ; E = !b  &  !D ; D = !A  &  !C ; C = !c  &  !B ; B = !a  &  !b ; A =  a  &   b
02	94	sat	7	0.31	F0 =  D ; F1 =  G ; G = !E  &   F ; F = !A  &  !C ; E =  c  &   B ; D = !c  &   A ; C = !c  &  !B ; B = !a  &   b ; A =  a  &  !b
02	96	sat	7	0.37	F0 =  G ; F1 =  F ; G =  A  &  !D ; F = !D  &  !E ; E = !b  &   C ; D =  b  &  !C ; C = !A  &  !B ; B = !a  &   c ; A =  a  &  !c
02	a8	sat	3	0.02	F0 =  B ; F1 =  C ; C =  a  &  !B ; B = !c  &   A ; A =  a  &  !b
02	aa	sat	2	0.02	F0 =  B ; F1 =  a ; B = !c  &   A ; A =  a  &  !b
02	d4	sat	5	0.06	F0 =  E ; F1 = !D ; E =  a  &   B ; D = !A  &  !C ; C = !a  &  !B ; B = !b  &  !c ; A =  b  &   c
02	d6	sat	6	0.11	F0 =  B ; F1 = !F ; F = !D  &   E ; E = !B  &  !C ; D = !a  &   b ; C =  c  &  !A ; B = !c  &   A ; A =  a  &  !b
06	06	sat	4	0.03	F0 =  D ; F1 =  D ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	0a	sat	5	0.07	F0 = !E ; F1 =  C ; E = !B  &  !D ; D = !A  &   C ; C =  a  &  !c ; B = !a  &   A ; A =  b  &  !c
06	0e	sat	4	0.03	F0 =  D ; F1 =  B ; D =  B  &  !C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
06	12	sat	6	0.19	F0 =  F ; F1 =  E ; F = !c  &  !D ; E = !b  &  !D ; D = !B  &  !C ; C = !a  &  !A ; B =  a  &   A ; A = !b  &  !c
06	16	sat	6	0.11	F0 =  E ; F1 = !F ; F = !C  &  !E ; E =  B  &  !D ; D =  a  &   b ; C =  c  &   A ; B = !c  &  !A ; A = !a  &  !b
06	18	sat	6	0.10	F0 =  D ; F1 =  F ; F = !B  &  !E ; E =  c  &  !C ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	1a	sat	7	0.23	F0 =  D ; F1 =  G ; G = !E  &  !F ; F = !a  &  !c ; E = !A  &  !C ; D = !B  &   C ; C = !c  &  !A ; B =  a  &   b ; A = !a  &  !b
06	1e	sat	6	0.09	F0 =  D ; F1 = !F ; F = !B  &  !E ; E =  c  &   A ; D =  B  &  !C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
06	22	sat	4	0.04	F0 =  D ; F1 =  A ; D = !c  &  !C ; C = !A  &  !B ; B = !a  &   b ; A =  a  &  !b
06	24	sat	7	0.23	F0 = !G ; F1 = !F ; G = !B  &  !E ; F = !D  &  !E ; E =  b  &   C ; D =  A  &  !B ; C = !a  &  !c ; B = !c  &   A ; A =  a  &  !b
06	26	sat	5	0.06	F0 =  E ; F1 = !D ; E = !c  &  !D ; D = !A  &  !C ; C =  b  &   B ; B = !a  &  !c ; A =  a  &  !b
06	28	sat	6	0.23	F0 =  E ; F1 =  F ; F =  a  &   D ; E = !c  &  !D ; D = !B  &  !C ; C =  b  &  !A ; B = !b  &   A ; A =  a  &  !c
06	2a	sat	6	0.10	F0 =  F ; F1 =  E ; F = !A  &   D ; E =  a  &  !B ; D = !c  &  !C ; C =  a  &   b ; B =  b  &   c ; A = !a  &  !b
06	2c	sat	7	0.21	F0 = !F ; F1 =  G ; G = !C  &  !E ; F = !D  &  !E ; E = !c  &   B ; D = !a  &  !C ; C = !A  &  !B ; B =  a  &  !b ; A =  b  &  !c
06	2e	sat	6	0.09	F0 =  F ; F1 =  D ; F =  B  &  !E ; E =  a  &   b ; D = !A  &  !C ; C =  b  &  !B ; B = !c  &  !A ; A = !a  &  !b
06	30	sat	5	0.07	F0 =  E ; F1 =  B ; E = !c  &   D ; D = !A  &  !C ; C =  a  &   b ; B = !b  &   c ; A = !a  &  !b
06	32	sat	5	0.06	F0 = !E ; F1 =  C ; E = !B  &  !D ; D = !c  &   C ; C = !b  &  !A ; B =  b  &   A ; A = !a  &  !c
06	34	sat	7	0.23	F0 =  D ; F1 = !G ; G = !E  &  !F ; F = !b  &  !C ; E =  b  &   D ; D = !A  &   C ; C = !c  &  !B ; B =  a  &   b ; A = !a  &  !b
06	36	sat	5	0.06	F0 =  E ; F1 =  D ; E = !c  &   D ; D = !B  &  !C ; C =  b  &  !A ; B = !b  &   A ; A = !a  &  !c
06	38	sat	6	0.10	F0 =  E ; F1 =  F ; F = !B  &  !C ; E =  B  &  !D ; D = !a  &  !b ; C =  b  &   c ; B = !c  &  !A ; A =  a  &   b
06	3a	sat	7	0.23	F0 = !G ; F1 = !F ; G = !C  &  !E ; F = !B  &  !D ; E =  b  &   A ; D = !b  &   c ; C = !b  &   B ; B = !c  &  !A ; A = !a  &  !c
06	3c	sat	7	0.23	F0 =  G ; F1 = !F ; G = !B  &  !D ; F = !A  &  !E ; E = !b  &   c ; D = !A  &  !C ; C =  a  &  !c ; B =  a  &   b ; A =  b  &  !c
06	60	sat	5	0.06	F0 =  D ; F1 =  E ; E =  c  &  !C ; D = !c  &  !C ; C = !A  &  !B ; B = !a  &   b ; A =  a  &  !b
06	62	sat	6	0.10	F0 =  F ; F1 =  E ; F = !c  &   C ; E =  C  &  !D ; D = !a  &  !c ; C = !A  &  !B ; B = !a  &  !b ; A =  a  &   b
06	66	sat	4	0.03	F0 =  D ; F1 =  C ; D = !c  &   C ; C = !A  &  !B ; B =  a  &   b ; A = !a  &  !b
06	68	sat	7	0.28	F0 =  F ; F1 =  G ; G =  E  &  !F ; F =  B  &  !C ; E = !A  &  !D ; D =  c  &   C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
06	6a	sat	7	0.26	F0 =  G ; F1 = !F ; G = !c  &  !C ; F = !D  &  !E ; E =  a  &  !c ; D =  c  &  !C ; C = !A  &  !B ; B =  a  &  !b ; A = !a  &   b
06	6e	sat	6	0.09	F0 =  E ; F1 =  F ; F = !C  &  !D ; E =  B  &  !C ; D =  c  &   A ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	70	sat	5	0.06	F0 =  D ; F1 =  E ; E =  c  &  !B ; D = !c  &   C ; C = !A  &  !B ; B =  a  &   b ; A = !a  &  !b
06	72	sat	6	0.09	F0 =  F ; F1 =  E ; F =  C  &  !D ; E = !A  &  !B ; D = !a  &  !b ; C = !c  &  !A ; B = !a  &  !c ; A =  a  &   b
06	76	sat	5	0.06	F0 =  E ; F1 = !D ; E = !c  &  !D ; D = !B  &  !C ; C = !a  &   b ; B = !b  &  !A ; A = !a  &  !c
06	88	sat	4	0.04	F0 =  D ; F1 =  A ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	8a	sat	6	0.10	F0 =  F ; F1 =  B ; F = !D  &  !E ; E = !B  &  !C ; D =  b  &   B ; C =  b  &  !c ; B =  a  &  !A ; A = !b  &   c
06	8e	sat	5	0.06	F0 =  E ; F1 =  D ; E = !B  &   D ; D = !A  &  !C ; C =  c  &  !B ; B =  a  &   b ; A = !a  &  !b
06	90	sat	5	0.06	F0 =  E ; F1 =  D ; E = !c  &   C ; D =  c  &  !C ; C = !A  &  !B ; B =  a  &   b ; A = !a  &  !b
06	92	sat	7	0.33	F0 =  G ; F1 =  F ; G = !C  &  !E ; F = !D  &  !E ; E =  c  &  !C ; D = !c  &  !B ; C = !A  &  !B ; B =  a  &  !b ; A = !a  &   b
06	96	sat	6	0.10	F0 =  E ; F1 = !F ; F = !D  &  !E ; E = !c  &  !C ; D =  c  &   C ; C = !A  &  !B ; B =  a  &  !b ; A = !a  &   b
06	a8	sat	5	0.06	F0 =  D ; F1 =  E ; E =  a  &  !B ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	aa	sat	4	0.03	F0 =  D ; F1 =  a ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	ac	sat	6	0.10	F0 =  E ; F1 =  F ; F = !A  &  !C ; E = !C  &  !D ; D =  a  &  !A ; C = !a  &  !B ; B = !c  &  !A ; A = !b  &  !c
06	b0	sat	5	0.06	F0 =  D ; F1 =  E ; E =  c  &  !B ; D = !c  &  !C ; C = !A  &  !B ; B = !a  &   b ; A =  a  &  !b
06	b2	sat	6	0.09	F0 =  F ; F1 =  D ; F = !c  &  !E ; E = !A  &   C ; D = !A  &  !C ; C = !c  &  !B ; B =  a  &  !b ; A = !a  &   b
06	b4	sat	7	0.26	F0 =  G ; F1 = !D ; G = !c  &  !F ; F = !A  &  !E ; E =  a  &  !b ; D = !B  &  !C ; C = !c  &   A ; B =  c  &  !A ; A = !a  &   b
06	b6	sat	6	0.10	F0 =  D ; F1 = !F ; F = !D  &  !E ; E =  c  &  !B ; D = !c  &  !C ; C = !A  &  !B ; B = !a  &   b ; A =  a  &  !b
06	f0	sat	4	0.03	F0 =  D ; F1 =  c ; D =  B  &  !C ; C = !a  &  !b ; B = !c  &  !A ; A =  a  &   b
06	f2	sat	5	0.07	F0 =  D ; F1 = !E ; E = !c  &  !B ; D = !c  &  !C ; C = !A  &  !B ; B =  a  &  !b ; A = !a  &   b
06	f6	sat	5	0.06	F0 =  D ; F1 = !E ; E = !c  &  !C ; D = !c  &   C ; C = !A  &  !B ; B = !a  &  !b ; A =  a  &   b
0a	0a	sat	3	0.02	F0 =  C ; F1 =  C ; C =  A  &  !B ; B = !a  &  !b ; A =  a  &  !c
0a	0c	sat	2	0.01	F0 =  A ; F1 =  B ; B =  b  &  !c ; A =  a  &  !c
0a	0e	sat	3	0.02	F0 =  A ; F1 = !C ; C = !A  &  !B ; B =  b  &  !c ; A =  a  &  !c
0a	16	sat	7	0.31	F0 =  F ; F1 =  G ; G =  D  &  !E ; F =  a  &  !B ; E = !b  &   A ; D = !B  &  !C ; C =  b  &  !A ; B =  a  &   c ; A = !a  &  !c
0a	18	sat	5	0.06	F0 =  B ; F1 = !E ; E = !C  &  !D ; D = !a  &   A ; C =  b  &   B ; B =  a  &  !c ; A = !b  &   c
0a	1a	sat	4	0.03	F0 =  A ; F1 = !D ; D = !A  &  !C ; C = !a  &   B ; B = !b  &   c ; A =  a  &  !c
0a	1c	sat	5	0.06	F0 =  D ; F1 = !E ; E = !A  &  !C ; D =  a  &  !c ; C =  c  &   B ; B = !a  &  !b ; A =  b  &  !c
0a	1e	sat	5	0.06	F0 =  B ; F1 = !E ; E = !C  &  !D ; D =  c  &   A ; C = !c  &  !A ; B =  a  &  !c ; A = !a  &  !b
0a	24	sat	5	0.06	F0 =  D ; F1 =  E ; E =  C  &  !D ; D =  a  &  !c ; C = !A  &  !B ; B =  b  &   c ; A = !a  &  !b
0a	26	sat	5	0.06	F0 =  B ; F1 = !E ; E = !A  &  !D ; D = !B  &   C ; C =  b  &  !c ; B =  a  &  !c ; A =  a  &  !b
0a	2e	sat	4	0.03	F0 =  C ; F1 = !D ; D = !A  &  !B ; C =  a  &  !c ; B =  b  &  !c ; A =  a  &  !b
0a	30	sat	2	0.01	F0 =  A ; F1 =  B ; B = !b  &   c ; A =  a  &  !c
0a	32	sat	3	0.02	F0 =  A ; F1 =  C ; C = !b  &  !B ; B = !c  &  !A ; A =  a  &  !c
0a	34	sat	5	0.06	F0 =  C ; F1 = !E ; E = !B  &  !D ; D =  A  &  !C ; C =  a  &  !c ; B = !b  &   c ; A =  b  &  !c
0a	36	sat	5	0.06	F0 =  D ; F1 =  E ; E = !B  &  !C ; D = !c  &  !A ; C = !b  &   A ; B =  b  &  !A ; A = !a  &  !c
0a	38	sat	4	0.03	F0 =  A ; F1 = !D ; D = !B  &  !C ; C = !b  &   c ; B =  b  &   A ; A =  a  &  !c
0a	3a	sat	3	0.02	F0 =  B ; F1 = !C ; C = !A  &  !B ; B =  a  &  !c ; A = !b  &   c
0a	3c	sat	4	0.03	F0 =  A ; F1 = !D ; D = !B  &  !C ; C = !b  &   c ; B =  b  &  !c ; A =  a  &  !c
0a	50	sat	4	0.04	F0 = !D ; F1 =  C ; D = !A  &  !B ; C = !a  &   c ; B = !b  &   A ; A =  a  &  !c
0a	52	sat	4	0.03	F0 =  B ; F1 = !D ; D = !A  &  !C ; C = !b  &   B ; B =  a  &  !c ; A = !a  &   c
0a	54	sat	3	0.02	F0 =  B ; F1 =  C ; C = !a  &  !A ; B =  a  &  !c ; A = !b  &  !c
0a	56	sat	5	0.06	F0 =  D ; F1 =  E ; E = !B  &  !C ; D =  a  &  !c ; C =  a  &  !A ; B = !a  &   A ; A = !b  &  !c
0a	5a	sat	5	0.06	F0 = !D ; F1 = !E ; E = !A  &  !C ; D = !A  &  !B ; C = !a  &   c ; B =  b  &   A ; A =  a  &  !c
0a	5c	sat	4	0.03	F0 =  A ; F1 = !D ; D = !B  &  !C ; C = !a  &   c ; B =  b  &  !c ; A =  a  &  !c
0a	5e	sat	4	0.04	F0 =  A ; F1 = !D ; D = !A  &  !C ; C = !a  &  !B ; B = !b  &  !c ; A =  a  &  !c
0a	86	sat	6	0.10	F0 =  A ; F1 =  F ; F = !D  &   E ; E = !B  &  !C ; D = !b  &  !A ; C =  b  &   A ; B = !a  &   c ; A =  a  &  !c
0a	8c	sat	3	0.02	F0 =  B ; F1 =  C ; C =  b  &  !A ; B =  a  &  !c ; A = !a  &   c
0a	8e	sat	4	0.03	F0 =  A ; F1 =  D ; D = !B  &  !C ; C = !a  &   c ; B = !b  &  !A ; A =  a  &  !c
0a	94	sat	6	0.10	F0 =  A ; F1 =  F ; F =  D  &  !E ; E = !b  &  !B ; D = !A  &  !C ; C =  b  &   B ; B = !a  &   c ; A =  a  &  !c
0a	96	sat	6	0.13	F0 =  B ; F1 =  F ; F = !D  &  !E ; E = !b  &   C ; D =  b  &  !C ; C = !A  &  !B ; B =  a  &  !c ; A = !a  &   c
0a	9c	sat	5	0.06	F0 =  E ; F1 =  D ; E =  a  &  !c ; D = !B  &  !C ; C = !b  &  !A ; B =  b  &   A ; A = !a  &   c
0a	a0	sat	4	0.04	F0 =  B ; F1 =  D ; D = !A  &   C ; C =  a  &   c ; B =  a  &  !c ; A = !b  &  !c
0a	a2	sat	3	0.02	F0 =  B ; F1 =  C ; C =  a  &  !A ; B =  a  &  !c ; A =  b  &  !c
0a	aa	sat	3	0.02	F0 =  B ; F1 =  C ; C =  a  &  !A ; B =  a  &  !c ; A = !a  &  !b
0a	b0	sat	3	0.02	F0 =  B ; F1 =  C ; C =  c  &  !A ; B =  a  &  !c ; A = !a  &   b
0a	b2	sat	5	0.07	F0 =  E ; F1 =  D ; E =  a  &  !c ; D = !B  &  !C ; C = !a  &   b ; B = !c  &  !A ; A =  a  &  !b
0a	b8	sat	4	0.03	F0 =  A ; F1 =  D ; D = !B  &  !C ; C = !a  &   b ; B = !b  &  !c ; A =  a  &  !c
0a	c4	sat	2	0.01	F0 =  A ; F1 =  B ; B =  b  &  !A ; A =  a  &  !c
0a	c6	sat	4	0.03	F0 =  A ; F1 =  D ; D = !B  &  !C ; C =  b  &   A ; B = !b  &  !A ; A =  a  &  !c
0a	cc	sat	2	0.02	F0 =  B ; F1 =  b ; B =  a  &  !A ; A =  a  &   c
0e	0e	sat	2	0.01	F0 =  B ; F1 =  B ; B = !c  &  !A ; A = !a  &  !b
0e	16	sat	6	0.09	F0 =  B ; F1 = !F ; F = !D  &  !E ; E =  B  &  !C ; D =  c  &   A ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
0e	18	sat	6	0.10	F0 =  F ; F1 = !E ; F = !c  &  !B ; E = !C  &  !D ; D = !c  &   A ; C =  c  &   B ; B = !a  &  !b ; A =  a  &   b
0e	1a	sat	5	0.06	F0 =  D ; F1 = !E ; E = !A  &  !C ; D = !c  &  !B ; C =  c  &   B ; B = !a  &  !b ; A =  a  &  !c
0e	1e	sat	4	0.03	F0 =  B ; F1 = !D ; D = !B  &  !C ; C =  c  &   A ; B = !c  &  !A ; A = !a  &  !b
0e	24	sat	6	0.09	F0 =  C ; F1 =  F ; F = !D  &  !E ; E =  a  &  !B ; D = !a  &  !C ; C = !c  &  !B ; B = !b  &  !A ; A =  a  &  !c
0e	26	sat	5	0.06	F0 =  B ; F1 =  E ; E = !C  &  !D ; D = !a  &  !B ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
0e	2a	sat	4	0.03	F0 =  D ; F1 =  B ; D = !c  &  !C ; C = !b  &  !B ; B =  a  &  !A ; A =  b  &   c
0e	2c	sat	6	0.10	F0 = !E ; F1 = !F ; F = !B  &  !D ; E = !B  &  !C ; D =  c  &   A ; C =  a  &  !c ; B =  b  &  !c ; A =  a  &  !b
0e	2e	sat	4	0.03	F0 =  C ; F1 = !D ; D = !A  &  !C ; C = !c  &  !B ; B = !b  &  !A ; A =  a  &  !b
0e	32	sat	4	0.04	F0 =  B ; F1 =  D ; D = !b  &  !C ; C = !a  &  !c ; B = !c  &  !A ; A = !a  &  !b
0e	34	sat	5	0.06	F0 =  B ; F1 = !E ; E = !C  &  !D ; D = !a  &   B ; C = !b  &   c ; B = !c  &  !A ; A = !a  &  !b
0e	36	sat	5	0.06	F0 =  E ; F1 =  D ; E = !c  &  !B ; D = !B  &  !C ; C =  b  &  !A ; B = !b  &   A ; A = !a  &  !c
0e	38	sat	6	0.10	F0 =  F ; F1 =  E ; F = !c  &  !D ; E = !B  &  !C ; D = !A  &   B ; C =  b  &  !A ; B = !b  &  !c ; A =  a  &  !c
0e	3a	sat	5	0.06	F0 = !D ; F1 = !E ; E = !A  &  !C ; D = !A  &  !B ; C = !b  &   c ; B =  b  &  !c ; A =  a  &  !c
0e	3c	sat	5	0.06	F0 = !D ; F1 = !E ; E = !A  &  !C ; D = !A  &  !B ; C = !b  &   c ; B =  a  &  !c ; A =  b  &  !c
0e	3e	sat	4	0.03	F0 =  C ; F1 = !D ; D = !A  &  !C ; C = !c  &  !B ; B = !a  &  !b ; A = !b  &   c
0e	62	sat	5	0.06	F0 =  E ; F1 =  D ; E = !c  &  !B ; D = !B  &  !C ; C =  b  &  !A ; B = !a  &  !b ; A = !a  &   c
0e	66	sat	4	0.03	F0 =  C ; F1 =  D ; D = !A  &  !B ; C = !c  &  !B ; B = !a  &  !b ; A =  a  &   b
0e	68	sat	7	0.23	F0 =  D ; F1 = !G ; G = !E  &  !F ; F =  C  &   D ; E =  B  &  !C ; D = !A  &  !B ; C =  a  &   b ; B =  c  &  !A ; A = !a  &  !b
0e	6a	sat	6	0.10	F0 =  F ; F1 =  D ; F = !c  &  !E ; E = !a  &  !b ; D = !B  &  !C ; C = !a  &  !A ; B =  a  &   A ; A =  b  &   c
0e	6e	sat	5	0.06	F0 =  D ; F1 =  E ; E = !B  &  !C ; D = !c  &  !B ; C =  a  &   A ; B = !a  &  !b ; A =  b  &   c
0e	70	sat	4	0.03	F0 =  D ; F1 =  B ; D = !c  &  !C ; C = !a  &  !b ; B =  c  &  !A ; A =  a  &   b
0e	72	sat	5	0.06	F0 =  E ; F1 = !D ; E = !c  &  !C ; D = !A  &  !B ; C = !b  &  !A ; B = !a  &   c ; A =  a  &  !b
0e	76	sat	5	0.06	F0 =  E ; F1 =  D ; E = !c  &  !C ; D = !A  &  !C ; C = !c  &   B ; B = !a  &  !b ; A =  a  &   b
0e	78	sat	6	0.10	F0 =  F ; F1 =  D ; F = !c  &  !E ; E = !a  &  !b ; D = !B  &  !C ; C = !c  &  !A ; B =  c  &   A ; A =  a  &   b
0e	7a	sat	6	0.09	F0 = !E ; F1 = !F ; F = !A  &  !D ; E = !A  &  !B ; D =  c  &  !C ; C =  a  &   b ; B =  b  &  !c ; A =  a  &  !c
0e	7e	sat	5	0.06	F0 =  B ; F1 = !E ; E = !B  &  !D ; D =  c  &  !C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
0e	86	sat	6	0.11	F0 =  C ; F1 = !F ; F = !D  &  !E ; E =  c  &   A ; D = !A  &   C ; C = !c  &  !B ; B = !a  &  !b ; A =  a  &   b
0e	8a	sat	4	0.03	F0 =  C ; F1 =  D ; D =  a  &  !B ; C = !c  &  !A ; B = !b  &   c ; A = !a  &  !b
0e	8e	sat	4	0.03	F0 =  B ; F1 = !D ; D = !B  &  !C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
0e	92	sat	7	0.37	F0 =  B ; F1 = !G ; G = !C  &  !F ; F =  c  &  !E ; E = !A  &  !D ; D =  a  &   b ; C = !b  &   B ; B = !c  &  !A ; A = !a  &  !b
0e	96	sat	7	0.37	F0 =  B ; F1 = !G ; G = !E  &  !F ; F =  B  &  !C ; E =  c  &  !D ; D = !A  &  !C ; C =  a  &   b ; B = !c  &  !A ; A = !a  &  !b
