tt0	tt1	status	gates	wall_s	chain
06	6a	sat	14	205.84	F0 = n11 ; F0N = n13 ; F1 = n12 ; F1N = n7 ; n13 = c | n4 ; n12 = n9 | n10 ; n11 = cN & n8 ; n10 = c & n8 ; n9 = a & cN ; n8 = n2 | n5 ; n7 = n1 | n6 ; n6 = c & n4 ; n5 = aN & b ; n4 = n0 | n3 ; n3 = aN & bN ; n2 = a & bN ; n1 = aN & cN ; n0 = a & b
06	6e	sat	12	106.60	F0 = n9 ; F0N = n7 ; F1 = n11 ; F1N = n8 ; n11 = n6 | n10 ; n10 = cN & n0 ; n9 = cN & n6 ; n8 = n1 | n5 ; n7 = n1 | n4 ; n6 = n2 | n3 ; n5 = c & n0 ; n4 = c | n0 ; n3 = aN & b ; n2 = a & bN ; n1 = aN & bN ; n0 = a & b
06	70	sat	10	7.60	F0 = n8 ; F0N = n3 ; F1 = n9 ; F1N = n5 ; n9 = c & n4 ; n8 = n6 & n7 ; n7 = cN & n4 ; n6 = a | b ; n5 = cN | n1 ; n4 = aN | bN ; n3 = n0 | n2 ; n2 = c | n1 ; n1 = a & b ; n0 = aN & bN
06	72	sat	12	93.25	F0 = n10 ; F0N = n7 ; F1 = n9 ; F1N = n11 ; n11 = n3 | n5 ; n10 = n4 & n8 ; n9 = n2 & n6 ; n8 = a | b ; n7 = n1 | n5 ; n6 = a | c ; n5 = a & b ; n4 = cN & n2 ; n3 = aN & cN ; n2 = aN | bN ; n1 = c | n0 ; n0 = aN & bN
06	76	sat	10	1.91	F0 = n9 ; F0N = n8 ; F1 = n4 ; F1N = n7 ; n9 = cN & n4 ; n8 = c | n7 ; n7 = n5 | n6 ; n6 = a & b ; n5 = cN & n1 ; n4 = n2 | n3 ; n3 = aN & b ; n2 = bN & n0 ; n1 = aN & bN ; n0 = a | c
06	88	sat	8	0.34	F0 = n4 ; F0N = n7 ; F1 = n6 ; F1N = n0 ; n7 = n5 | n6 ; n6 = a & b ; n5 = c | n1 ; n4 = n2 & n3 ; n3 = cN & n0 ; n2 = a | b ; n1 = aN & bN ; n0 = aN | bN
06	8a	sat	12	105.15	F0 = n6 ; F0N = n9 ; F1 = n8 ; F1N = n11 ; n11 = aN | n10 ; n10 = bN & n4 ; n9 = n4 | n7 ; n8 = n3 | n7 ; n7 = a & b ; n6 = n3 | n5 ; n5 = aN & n2 ; n4 = c | n1 ; n3 = cN & n0 ; n2 = b & cN ; n1 = aN & bN ; n0 = a & bN
06	8e	sat	10	3.75	F0 = n8 ; F0N = n6 ; F1 = n9 ; F1N = n5 ; n9 = n2 | n8 ; n8 = cN & n7 ; n7 = n0 & n3 ; n6 = n2 | n4 ; n5 = n0 & n4 ; n4 = c | n1 ; n3 = a | b ; n2 = a & b ; n1 = aN & bN ; n0 = aN | bN
06	90	sat	10	6.77	F0 = n7 ; F0N = n8 ; F1 = n6 ; F1N = n9 ; n9 = cN | n5 ; n8 = c | n4 ; n7 = cN & n5 ; n6 = c & n4 ; n5 = n0 | n1 ; n4 = n2 | n3 ; n3 = a & b ; n2 = aN & bN ; n1 = a & bN ; n0 = aN & b
06	92	sat	14	193.78	F0 = n9 ; F0N = n8 ; F1 = n11 ; F1N = n13 ; n13 = n6 & n12 ; n12 = cN | n7 ; n11 = n0 & n10 ; n10 = n5 | n9 ; n9 = cN & n7 ; n8 = n2 & n6 ; n7 = n1 & n4 ; n6 = c | n3 ; n5 = c & n3 ; n4 = aN | bN ; n3 = aN | b ; n2 = c | n0 ; n1 = a | b ; n0 = a | bN
06	96	sat	12	71.42	F0 = n8 ; F0N = n7 ; F1 = n11 ; F1N = n10 ; n11 = n5 | n8 ; n10 = n7 & n9 ; n9 = cN | n6 ; n8 = cN & n6 ; n7 = c | n3 ; n6 = n1 | n4 ; n5 = c & n3 ; n4 = a & bN ; n3 = n0 | n2 ; n2 = aN & bN ; n1 = aN & b ; n0 = a & b
06	a8	sat	10	7.62	F0 = n8 ; F0N = n7 ; F1 = n5 ; F1N = n9 ; n9 = aN | n8 ; n8 = n0 & n6 ; n7 = n2 | n4 ; n6 = cN & n3 ; n5 = a & n2 ; n4 = aN & bN ; n3 = a | b ; n2 = c | n1 ; n1 = a & b ; n0 = aN | bN
06	aa	sat	8	0.63	F0 = n6 ; F0N = n7 ; F1 = a ; F1N = aN ; n7 = n1 | n5 ; n6 = n2 & n3 ; n5 = c | n4 ; n4 = aN & bN ; n3 = cN & n0 ; n2 = a | b ; n1 = a & b ; n0 = aN | bN
06	ac	sat	12	84.33	F0 = n11 ; F0N = n5 ; F1 = n9 ; F1N = n10 ; n11 = n7 & n8 ; n10 = n1 & n8 ; n9 = n2 & n7 ; n8 = aN | n3 ; n7 = a | n6 ; n6 = b & cN ; n5 = n1 & n4 ; n4 = aN | n2 ; n3 = bN & cN ; n2 = b | c ; n1 = bN | n0 ; n0 = a | c
06	b0	sat	10	10.77	F0 = n8 ; F0N = n9 ; F1 = n1 ; F1N = n6 ; n9 = c | n3 ; n8 = cN & n7 ; n7 = n4 | n5 ; n6 = cN | n5 ; n5 = aN & b ; n4 = a & bN ; n3 = n0 & n2 ; n2 = aN | b ; n1 = c & n0 ; n0 = a | bN
06	b2	sat	12	82.40	F0 = n3 ; F0N = n8 ; F1 = n10 ; F1N = n11 ; n11 = n4 & n5 ; n10 = n1 | n9 ; n9 = c & n6 ; n8 = c | n7 ; n7 = n5 & n6 ; n6 = a | bN ; n5 = aN | b ; n4 = cN | n0 ; n3 = cN & n2 ; n2 = n0 | n1 ; n1 = a & bN ; n0 = aN & b
06	b4	sat	14	198.76	F0 = n11 ; F0N = n7 ; F1 = n12 ; F1N = n13 ; n13 = n4 | n10 ; n12 = n5 | n8 ; n11 = n8 | n9 ; n10 = n6 & n7 ; n9 = bN & n4 ; n8 = b & n0 ; n7 = c | n3 ; n6 = aN & n1 ; n5 = c & n2 ; n4 = a & cN ; n3 = n1 & n2 ; n2 = a | bN ; n1 = b | n0 ; n0 = aN & cN
06	b6	sat	12	78.09	F0 = n7 ; F0N = n3 ; F1 = n11 ; F1N = n10 ; n11 = n7 | n8 ; n10 = n3 & n9 ; n9 = cN | n4 ; n8 = c & n1 ; n7 = cN & n6 ; n6 = n4 | n5 ; n5 = a & bN ; n4 = aN & b ; n3 = c | n2 ; n2 = n0 & n1 ; n1 = a | bN ; n0 = aN | b
06	f0	sat	8	0.61	F0 = n4 ; F0N = n7 ; F1 = c ; F1N = cN ; n7 = n5 | n6 ; n6 = c | n2 ; n5 = a & b ; n4 = n1 & n3 ; n3 = cN & n0 ; n2 = aN & bN ; n1 = a | b ; n0 = aN | bN
06	f2	sat	10	4.13	F0 = n6 ; F0N = n8 ; F1 = n1 ; F1N = n9 ; n9 = cN & n2 ; n8 = c | n7 ; n7 = n2 & n4 ; n6 = cN & n5 ; n5 = n0 | n3 ; n4 = a | bN ; n3 = aN & b ; n2 = aN | b ; n1 = c | n0 ; n0 = a & bN
06	f6	sat	10	2.38	F0 = n6 ; F0N = n8 ; F1 = n9 ; F1N = n7 ; n9 = c | n6 ; n8 = c | n7 ; n7 = cN & n5 ; n6 = n2 & n3 ; n5 = n1 | n4 ; n4 = aN & bN ; n3 = aN | bN ; n2 = cN & n0 ; n1 = a & b ; n0 = a | b
0a	0a	sat	2	0.03	F0 = n1 ; F0N = n0 ; F1 = n1 ; F1N = n0 ; n1 = a & cN ; n0 = aN | c
0a	0c	sat	4	0.06	F0 = n0 ; F0N = n3 ; F1 = n1 ; F1N = n2 ; n3 = aN | c ; n2 = bN | c ; n1 = b & cN ; n0 = a & cN
0a	0e	sat	6	0.14	F0 = n1 ; F0N = n2 ; F1 = n3 ; F1N = n5 ; n5 = n2 & n4 ; n4 = bN | c ; n3 = n0 | n1 ; n2 = aN | c ; n1 = a & cN ; n0 = b & cN
0a	16	sat	13	157.77	F0 = n4 ; F0N = n2 ; F1 = n11 ; F1N = n12 ; n12 = n6 | n9 ; n11 = n8 & n10 ; n10 = bN | n7 ; n9 = bN & n7 ; n8 = n1 | n4 ; n7 = cN & n2 ; n6 = n0 & n5 ; n5 = a | n3 ; n4 = a & cN ; n3 = b & c ; n2 = aN | c ; n1 = aN & n0 ; n0 = b | c
0a	18	sat	10	4.50	F0 = n6 ; F0N = n0 ; F1 = n9 ; F1N = n5 ; n9 = n7 | n8 ; n8 = c & n2 ; n7 = b & n6 ; n6 = a & cN ; n5 = n1 | n4 ; n4 = n0 & n3 ; n3 = a | b ; n2 = aN & bN ; n1 = bN & cN ; n0 = aN | c
0a	1a	sat	8	0.34	F0 = n2 ; F0N = n5 ; F1 = n6 ; F1N = n7 ; n7 = n1 & n5 ; n6 = n2 | n4 ; n5 = aN | c ; n4 = bN & n3 ; n3 = aN & c ; n2 = a & cN ; n1 = a | n0 ; n0 = b | cN
0a	1c	sat	10	8.35	F0 = n7 ; F0N = n4 ; F1 = n9 ; F1N = n3 ; n9 = n6 | n8 ; n8 = bN & n5 ; n7 = a & cN ; n6 = b & cN ; n5 = aN & c ; n4 = aN | c ; n3 = n1 & n2 ; n2 = bN | c ; n1 = a | n0 ; n0 = b | cN
0a	1e	sat	10	6.13	F0 = n5 ; F0N = n0 ; F1 = n7 ; F1N = n9 ; n9 = n6 | n8 ; n8 = c & n1 ; n7 = n2 | n4 ; n6 = cN & n3 ; n5 = a & n2 ; n4 = c & n3 ; n3 = aN & bN ; n2 = cN & n1 ; n1 = a | b ; n0 = aN | c
0a	24	sat	10	9.80	F0 = n5 ; F0N = n3 ; F1 = n8 ; F1N = n9 ; n9 = n5 | n7 ; n8 = n1 & n4 ; n7 = n2 | n6 ; n6 = b & c ; n5 = a & cN ; n4 = n0 & n3 ; n3 = aN | c ; n2 = aN & bN ; n1 = bN | cN ; n0 = a | b
0a	26	sat	10	8.03	F0 = n7 ; F0N = n6 ; F1 = n9 ; F1N = n5 ; n9 = n4 & n8 ; n8 = a | b ; n7 = a & cN ; n6 = c | n3 ; n5 = n0 | n2 ; n4 = bN | n3 ; n3 = aN & cN ; n2 = aN & n1 ; n1 = bN | c ; n0 = a & b
0a	2e	sat	8	0.40	F0 = n5 ; F0N = n6 ; F1 = n2 ; F1N = n7 ; n7 = n3 & n4 ; n6 = aN | c ; n5 = a & cN ; n4 = bN | c ; n3 = aN | b ; n2 = n0 & n1 ; n1 = a | b ; n0 = bN | cN
0a	30	sat	4	0.06	F0 = n0 ; F0N = n3 ; F1 = n1 ; F1N = n2 ; n3 = aN | c ; n2 = b | cN ; n1 = bN & c ; n0 = a & cN
0a	32	sat	6	0.14	F0 = n0 ; F0N = n5 ; F1 = n4 ; F1N = n2 ; n5 = aN | c ; n4 = bN & n3 ; n3 = c | n0 ; n2 = b | n1 ; n1 = aN & cN ; n0 = a & cN
0a	34	sat	10	10.56	F0 = n9 ; F0N = n5 ; F1 = n8 ; F1N = n6 ; n9 = cN & n0 ; n8 = n4 & n7 ; n7 = b | c ; n6 = n2 | n3 ; n5 = c | n1 ; n4 = bN | n1 ; n3 = b & n0 ; n2 = bN & cN ; n1 = aN & cN ; n0 = a | c
0a	36	sat	10	4.41	F0 = n8 ; F0N = n1 ; F1 = n9 ; F1N = n6 ; n9 = n3 | n7 ; n8 = cN & n0 ; n7 = bN & n0 ; n6 = n4 | n5 ; n5 = bN & n2 ; n4 = b & n0 ; n3 = b & n2 ; n2 = cN & n1 ; n1 = aN | c ; n0 = a | c
0a	38	sat	8	0.36	F0 = n2 ; F0N = n4 ; F1 = n6 ; F1N = n7 ; n7 = n1 | n5 ; n6 = n0 & n3 ; n5 = b & n4 ; n4 = aN | c ; n3 = bN | n2 ; n2 = a & cN ; n1 = bN & cN ; n0 = b | c
0a	3a	sat	6	0.12	F0 = n0 ; F0N = n2 ; F1 = n3 ; F1N = n5 ; n5 = n2 & n4 ; n4 = b | cN ; n3 = n0 | n1 ; n2 = aN | c ; n1 = bN & c ; n0 = a & cN
0a	3c	sat	8	0.36	F0 = n1 ; F0N = n5 ; F1 = n3 ; F1N = n7 ; n7 = n4 | n6 ; n6 = bN & cN ; n5 = aN | c ; n4 = b & c ; n3 = n0 & n2 ; n2 = b | c ; n1 = a & cN ; n0 = bN | cN
0a	50	sat	4	0.06	F0 = n0 ; F0N = n3 ; F1 = n1 ; F1N = n2 ; n3 = aN | c ; n2 = a | cN ; n1 = aN & c ; n0 = a & cN
0a	52	sat	8	0.36	F0 = n1 ; F0N = n5 ; F1 = n3 ; F1N = n7 ; n7 = n4 & n6 ; n6 = b | n5 ; n5 = aN | c ; n4 = a | cN ; n3 = n0 | n2 ; n2 = bN & n1 ; n1 = a & cN ; n0 = aN & c
0a	54	sat	6	0.13	F0 = n0 ; F0N = n4 ; F1 = n3 ; F1N = n5 ; n5 = a | n1 ; n4 = aN | c ; n3 = aN & n2 ; n2 = b | c ; n1 = bN & cN ; n0 = a & cN
0a	56	sat	10	5.65	F0 = n2 ; F0N = n1 ; F1 = n9 ; F1N = n8 ; n9 = n5 & n6 ; n8 = n3 | n7 ; n7 = n1 & n4 ; n6 = aN | n4 ; n5 = a | n0 ; n4 = bN & cN ; n3 = a & n0 ; n2 = a & cN ; n1 = aN | c ; n0 = b | c
0a	5a	sat	6	0.11	F0 = n3 ; F0N = n0 ; F1 = n4 ; F1N = n5 ; n5 = n0 & n1 ; n4 = n2 | n3 ; n3 = a & cN ; n2 = aN & c ; n1 = a | cN ; n0 = aN | c
0a	5c	sat	8	0.37	F0 = n7 ; F0N = n6 ; F1 = n5 ; F1N = n2 ; n7 = a & cN ; n6 = aN | c ; n5 = n3 | n4 ; n4 = b & cN ; n3 = aN & c ; n2 = n0 & n1 ; n1 = a | cN ; n0 = bN | c
0a	5e	sat	8	0.31	F0 = n1 ; F0N = n6 ; F1 = n5 ; F1N = n7 ; n7 = n3 & n6 ; n6 = aN | c ; n5 = n1 | n4 ; n4 = aN & n0 ; n3 = a | n2 ; n2 = bN & cN ; n1 = a & cN ; n0 = b | c
0a	86	sat	12	109.05	F0 = n0 ; F0N = n2 ; F1 = n11 ; F1N = n10 ; n11 = n6 & n9 ; n10 = n4 | n5 ; n9 = n7 & n8 ; n8 = b | n0 ; n7 = bN | n2 ; n6 = a | cN ; n5 = b & n0 ; n4 = n1 | n3 ; n3 = bN & n2 ; n2 = aN | c ; n1 = aN & c ; n0 = a & cN
0a	8c	sat	6	0.14	F0 = n4 ; F0N = n1 ; F1 = n2 ; F1N = n5 ; n5 = bN | n3 ; n4 = a & cN ; n3 = aN & c ; n2 = b & n0 ; n1 = aN | c ; n0 = a | cN
0a	8e	sat	8	0.40	F0 = n5 ; F0N = n0 ; F1 = n7 ; F1N = n6 ; n7 = n4 | n5 ; n6 = n2 | n3 ; n5 = a & cN ; n4 = b & n1 ; n3 = aN & c ; n2 = bN & n0 ; n1 = a | cN ; n0 = aN | c
0a	94	sat	12	107.67	F0 = n10 ; F0N = n1 ; F1 = n9 ; F1N = n11 ; n11 = n8 | n10 ; n10 = a & cN ; n9 = n4 | n6 ; n8 = n5 & n7 ; n7 = bN | n3 ; n6 = bN & n3 ; n5 = n0 | n2 ; n4 = n0 & n2 ; n3 = aN & c ; n2 = b & n1 ; n1 = aN | c ; n0 = a | cN
0a	96	sat	12	112.21	F0 = n2 ; F0N = n0 ; F1 = n11 ; F1N = n9 ; n11 = n7 & n10 ; n10 = b | n5 ; n9 = n6 & n8 ; n8 = bN | n5 ; n7 = bN | n4 ; n6 = b | n4 ; n5 = n2 | n3 ; n4 = n0 & n1 ; n3 = aN & c ; n2 = a & cN ; n1 = a | cN ; n0 = aN | c
0a	9c	sat	10	4.87	F0 = n2 ; F0N = n5 ; F1 = n8 ; F1N = n9 ; n9 = n1 | n7 ; n8 = n3 | n6 ; n7 = b & n4 ; n6 = bN & n4 ; n5 = aN | c ; n4 = aN & c ; n3 = b & n0 ; n2 = a & cN ; n1 = bN & n0 ; n0 = a | cN
0a	a0	sat	4	0.04	F0 = n3 ; F0N = n0 ; F1 = n2 ; F1N = n1 ; n3 = a & n1 ; n2 = a & n0 ; n1 = aN | cN ; n0 = aN | c
0a	a2	sat	6	0.09	F0 = n5 ; F0N = n2 ; F1 = n3 ; F1N = n4 ; n5 = a & cN ; n4 = aN | n0 ; n3 = a & n1 ; n2 = aN | c ; n1 = bN | c ; n0 = b & cN
0a	aa	sat	2	0.02	F0 = n1 ; F0N = n0 ; F1 = a ; F1N = aN ; n1 = a & cN ; n0 = aN | c
0a	b0	sat	6	0.13	F0 = n3 ; F0N = n2 ; F1 = n5 ; F1N = n4 ; n5 = c & n0 ; n4 = cN | n1 ; n3 = a & cN ; n2 = aN | c ; n1 = aN & b ; n0 = a | bN
0a	b2	sat	10	28.29	F0 = n1 ; F0N = n0 ; F1 = n6 ; F1N = n9 ; n9 = n2 | n8 ; n8 = aN & n7 ; n7 = b | cN ; n6 = n4 | n5 ; n5 = bN & n1 ; n4 = c & n3 ; n3 = a | bN ; n2 = b & cN ; n1 = a & cN ; n0 = aN | c
0a	b8	sat	8	0.30	F0 = n7 ; F0N = n0 ; F1 = n3 ; F1N = n6 ; n7 = a & cN ; n6 = n4 & n5 ; n5 = b | cN ; n4 = aN | bN ; n3 = n1 & n2 ; n2 = a | bN ; n1 = b | c ; n0 = aN | c
0a	c4	sat	4	0.06	F0 = n0 ; F0N = n2 ; F1 = n3 ; F1N = n1 ; n3 = b & n2 ; n2 = aN | c ; n1 = bN | n0 ; n0 = a & cN
0a	c6	sat	8	0.33	F0 = n1 ; F0N = n0 ; F1 = n6 ; F1N = n7 ; n7 = n4 | n5 ; n6 = n2 & n3 ; n5 = b & n1 ; n4 = bN & n0 ; n3 = b | n1 ; n2 = bN | n0 ; n1 = a & cN ; n0 = aN | c
0a	cc	sat	2	0.03	F0 = n1 ; F0N = n0 ; F1 = b ; F1N = bN ; n1 = a & cN ; n0 = aN | c
0e	0e	sat	4	0.06	F0 = n3 ; F0N = n2 ; F1 = n3 ; F1N = n2 ; n3 = cN & n0 ; n2 = c | n1 ; n1 = aN & bN ; n0 = a | b
0e	16	sat	12	79.08	F0 = n1 ; F0N = n5 ; F1 = n11 ; F1N = n10 ; n11 = n3 & n9 ; n10 = n6 | n8 ; n9 = n1 | n7 ; n8 = a & b ; n7 = c & n4 ; n6 = n2 & n5 ; n5 = c | n4 ; n4 = aN & bN ; n3 = aN | bN ; n2 = cN | n0 ; n1 = cN & n0 ; n0 = a | b
0e	18	sat	12	84.22	F0 = n11 ; F0N = n9 ; F1 = n8 ; F1N = n10 ; n11 = cN & n3 ; n10 = n5 | n7 ; n9 = c | n1 ; n8 = n0 & n6 ; n7 = n3 & n4 ; n6 = n1 | n2 ; n5 = aN & cN ; n4 = bN | c ; n3 = a | b ; n2 = a & cN ; n1 = aN & bN ; n0 = b | c
0e	1a	sat	10	4.49	F0 = n7 ; F0N = n9 ; F1 = n3 ; F1N = n8 ; n9 = n0 | n6 ; n8 = n5 | n6 ; n7 = cN & n4 ; n6 = c & n4 ; n5 = aN & cN ; n4 = a | b ; n3 = n1 | n2 ; n2 = a & cN ; n1 = c & n0 ; n0 = aN & bN
0e	1e	sat	8	0.18	F0 = n5 ; F0N = n1 ; F1 = n6 ; F1N = n7 ; n7 = n1 & n4 ; n6 = n2 | n5 ; n5 = cN & n3 ; n4 = cN | n3 ; n3 = a | b ; n2 = c & n0 ; n1 = c | n0 ; n0 = aN & bN
0e	24	sat	12	96.71	F0 = n10 ; F0N = n7 ; F1 = n11 ; F1N = n8 ; n11 = n5 & n9 ; n10 = cN & n0 ; n9 = bN | cN ; n8 = n4 | n6 ; n7 = c | n4 ; n6 = a & cN ; n5 = n0 & n2 ; n4 = n1 | n3 ; n3 = aN & bN ; n2 = aN | c ; n1 = b & c ; n0 = a | b
0e	26	sat	10	5.36	F0 = n3 ; F0N = n1 ; F1 = n6 ; F1N = n9 ; n9 = n7 | n8 ; n8 = a & b ; n7 = aN & n1 ; n6 = n4 | n5 ; n5 = aN & n3 ; n4 = bN & n2 ; n3 = cN & n2 ; n2 = a | b ; n1 = c | n0 ; n0 = aN & bN
0e	2a	sat	8	0.34	F0 = n2 ; F0N = n7 ; F1 = n5 ; F1N = n6 ; n7 = c | n3 ; n6 = aN | n4 ; n5 = a & n0 ; n4 = b & c ; n3 = aN & bN ; n2 = cN & n1 ; n1 = a | b ; n0 = bN | cN
0e	2c	sat	11	64.58	F0 = n8 ; F0N = n10 ; F1 = n7 ; F1N = n9 ; n10 = n3 & n6 ; n9 = n5 & n6 ; n8 = cN & n1 ; n7 = n1 & n4 ; n6 = bN | c ; n5 = cN | n0 ; n4 = n2 & n3 ; n3 = c | n0 ; n2 = bN | cN ; n1 = a | b ; n0 = aN | b
0e	2e	sat	8	0.26	F0 = n6 ; F0N = n3 ; F1 = n7 ; F1N = n2 ; n7 = n4 & n5 ; n6 = cN & n5 ; n5 = a | b ; n4 = bN | cN ; n3 = c | n2 ; n2 = n0 | n1 ; n1 = b & c ; n0 = aN & bN
0e	32	sat	8	0.28	F0 = n5 ; F0N = n6 ; F1 = n1 ; F1N = n7 ; n7 = b | n2 ; n6 = c | n3 ; n5 = cN & n4 ; n4 = a | b ; n3 = bN & n2 ; n2 = aN & cN ; n1 = bN & n0 ; n0 = a | c
0e	34	sat	10	3.36	F0 = n4 ; F0N = n3 ; F1 = n9 ; F1N = n8 ; n9 = n2 | n5 ; n8 = n6 & n7 ; n7 = a | n3 ; n6 = b | cN ; n5 = aN & n4 ; n4 = cN & n0 ; n3 = c | n1 ; n2 = bN & c ; n1 = aN & bN ; n0 = a | b
0e	36	sat	10	4.19	F0 = n9 ; F0N = n2 ; F1 = n8 ; F1N = n5 ; n9 = cN & n6 ; n8 = n6 & n7 ; n7 = bN | n0 ; n6 = b | n3 ; n5 = n1 | n4 ; n4 = b & n3 ; n3 = a | c ; n2 = c | n1 ; n1 = bN & n0 ; n0 = aN & cN
0e	38	sat	12	99.68	F0 = n11 ; F0N = n3 ; F1 = n5 ; F1N = n9 ; n11 = cN & n10 ; n10 = a | b ; n9 = n7 & n8 ; n8 = b | cN ; n7 = c | n6 ; n6 = aN | bN ; n5 = n0 & n4 ; n4 = c | n2 ; n3 = c | n1 ; n2 = a & b ; n1 = aN & bN ; n0 = bN | cN
0e	3a	sat	10	6.44	F0 = n6 ; F0N = n9 ; F1 = n7 ; F1N = n5 ; n9 = n0 & n8 ; n8 = bN | n2 ; n7 = n2 & n3 ; n6 = cN & n1 ; n5 = n0 & n4 ; n4 = b | cN ; n3 = bN | cN ; n2 = a | c ; n1 = a | b ; n0 = aN | c
0e	3c	sat	10	7.08	F0 = n9 ; F0N = n6 ; F1 = n4 ; F1N = n7 ; n9 = n2 | n8 ; n8 = a & cN ; n7 = n3 & n5 ; n6 = n0 & n3 ; n5 = b | cN ; n4 = n1 | n2 ; n3 = bN | c ; n2 = b & cN ; n1 = bN & c ; n0 = aN | c
0e	3e	sat	8	0.19	F0 = n2 ; F0N = n4 ; F1 = n5 ; F1N = n7 ; n7 = n4 & n6 ; n6 = b | cN ; n5 = n0 | n2 ; n4 = c | n3 ; n3 = aN & bN ; n2 = cN & n1 ; n1 = a | b ; n0 = bN & c
0e	62	sat	10	4.02	F0 = n5 ; F0N = n6 ; F1 = n3 ; F1N = n9 ; n9 = n4 | n8 ; n8 = b & n7 ; n7 = a | cN ; n6 = c | n4 ; n5 = cN & n2 ; n4 = aN & bN ; n3 = n1 & n2 ; n2 = a | b ; n1 = bN | n0 ; n0 = aN & c
0e	66	sat	8	0.26	F0 = n5 ; F0N = n7 ; F1 = n6 ; F1N = n3 ; n7 = c | n0 ; n6 = n2 & n4 ; n5 = cN & n4 ; n4 = a | b ; n3 = n0 | n1 ; n2 = aN | bN ; n1 = a & b ; n0 = aN & bN
0e	68	sat	14	206.34	F0 = n9 ; F0N = n10 ; F1 = n12 ; F1N = n13 ; n13 = n4 & n8 ; n12 = n6 & n11 ; n11 = n7 | n9 ; n10 = n5 & n8 ; n9 = cN & n1 ; n8 = c | n7 ; n7 = aN | bN ; n6 = n1 & n5 ; n5 = c | n3 ; n4 = cN | n3 ; n3 = n0 & n2 ; n2 = a | bN ; n1 = a | b ; n0 = aN | b
0e	6a	sat	12	95.69	F0 = n10 ; F0N = n11 ; F1 = n4 ; F1N = n7 ; n11 = c | n9 ; n10 = cN & n8 ; n9 = bN & n5 ; n8 = b | n3 ; n7 = n5 & n6 ; n6 = a | n1 ; n5 = aN | n0 ; n4 = n2 | n3 ; n3 = a & n1 ; n2 = aN & n0 ; n1 = bN | cN ; n0 = b & c
0e	6e	sat	10	4.86	F0 = n8 ; F0N = n1 ; F1 = n7 ; F1N = n9 ; n9 = n1 & n4 ; n8 = cN & n7 ; n7 = n5 & n6 ; n6 = a | b ; n5 = bN | n3 ; n4 = n0 | n2 ; n3 = aN | cN ; n2 = a & b ; n1 = c | n0 ; n0 = aN & bN
0e	70	sat	8	0.30	F0 = n6 ; F0N = n5 ; F1 = n2 ; F1N = n7 ; n7 = cN | n4 ; n6 = cN & n3 ; n5 = c | n0 ; n4 = a & b ; n3 = a | b ; n2 = c & n1 ; n1 = aN | bN ; n0 = aN & bN
0e	72	sat	10	5.04	F0 = n6 ; F0N = n7 ; F1 = n4 ; F1N = n9 ; n9 = n2 | n8 ; n8 = a & b ; n7 = c | n3 ; n6 = cN & n5 ; n5 = a | b ; n4 = n0 & n1 ; n3 = aN & bN ; n2 = aN & cN ; n1 = a | c ; n0 = aN | bN
0e	76	sat	10	3.17	F0 = n8 ; F0N = n9 ; F1 = n7 ; F1N = n3 ; n9 = c | n2 ; n8 = cN & n5 ; n7 = n4 & n6 ; n6 = c | n5 ; n5 = a | b ; n4 = aN | bN ; n3 = n1 | n2 ; n2 = bN & n0 ; n1 = a & b ; n0 = aN & cN
0e	78	sat	12	86.98	F0 = n10 ; F0N = n6 ; F1 = n11 ; F1N = n8 ; n11 = n3 | n9 ; n10 = cN & n4 ; n9 = cN & n5 ; n8 = n2 | n7 ; n7 = n5 & n6 ; n6 = c | n0 ; n5 = a & b ; n4 = a | b ; n3 = c & n1 ; n2 = cN & n1 ; n1 = aN | bN ; n0 = aN & bN
0e	7a	sat	12	95.85	F0 = n5 ; F0N = n10 ; F1 = n9 ; F1N = n11 ; n11 = n3 & n6 ; n10 = c | n7 ; n9 = n0 & n8 ; n8 = aN | n1 ; n7 = bN & n3 ; n6 = cN | n4 ; n5 = cN & n2 ; n4 = a & b ; n3 = aN | c ; n2 = b | n0 ; n1 = bN | cN ; n0 = a | c
0e	7e	sat	10	5.06	F0 = n4 ; F0N = n2 ; F1 = n9 ; F1N = n7 ; n9 = n4 | n8 ; n8 = c & n5 ; n7 = n2 & n6 ; n6 = cN | n0 ; n5 = aN | bN ; n4 = cN & n3 ; n3 = a | b ; n2 = c | n1 ; n1 = aN & bN ; n0 = a & b
0e	86	sat	12	83.98	F0 = n2 ; F0N = n3 ; F1 = n8 ; F1N = n11 ; n11 = n9 & n10 ; n10 = n3 | n5 ; n9 = n2 | n4 ; n8 = n6 & n7 ; n7 = c | n4 ; n6 = n2 | n5 ; n5 = a & b ; n4 = aN | bN ; n3 = c | n0 ; n2 = cN & n1 ; n1 = a | b ; n0 = aN & bN
0e	8a	sat	8	0.57	F0 = n6 ; F0N = n4 ; F1 = n7 ; F1N = n5 ; n7 = a & n0 ; n6 = cN & n2 ; n5 = aN | n3 ; n4 = c | n3 ; n3 = bN & n1 ; n2 = a | b ; n1 = aN | c ; n0 = b | cN
0e	8e	sat	8	0.19	F0 = n5 ; F0N = n2 ; F1 = n6 ; F1N = n7 ; n7 = n2 & n3 ; n6 = n1 | n5 ; n5 = cN & n4 ; n4 = a | b ; n3 = aN | bN ; n2 = c | n0 ; n1 = a & b ; n0 = aN & bN
